RoomNo,Width,Height,,Keys,Wall,PlayerStart,enemy,Ammo,,Pistol,Rifle,Carbine,MecTools,EleTools,Shield,,,PStation,BrokPS,EleTrap,,,,,,,,,,,,,,,,,,,
11,40,40,0,0,1,2,3,4,0,20,21,22,50,51,40,,,97,98,99,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,1
1,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,1,0,1
1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,97,1,1,0,1
1,99,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,4,4,1,1,1,1,1,4,4,1,1,1,0,0,0,0,0,0,0,1,1,0,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,4,1,0,0,0,4,4,4,0,0,1,1,0,0,0,0,0,0,1,1,0,1
1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1
1,0,3,0,99,0,1,0,0,0,0,97,97,97,1,0,0,0,4,1,0,98,4,4,0,50,0,0,0,0,1,0,0,3,0,0,1,1,0,1
1,0,0,0,0,0,1,0,0,1,0,97,2,97,1,0,0,0,0,1,0,0,0,4,0,0,0,0,4,4,1,0,0,0,0,3,1,1,4,1
1,0,0,0,0,0,1,0,0,1,0,97,97,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,1,0,0,0,0,0,1,1,0,1
1,0,0,3,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,4,1,0,0,0,0,0,1,1,0,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,4,1,1,1,1,0,0,1,1,0,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,0,0,40,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,99,4,0,0,0,0,0,1,99,99,1,1,0,0,0,0,1,1,0,1
1,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,99,99,99,0,0,0,0,0,0,1,99,99,1,1,0,0,0,0,1,1,0,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,99,99,0,0,0,0,0,0,1,99,99,1,1,0,0,0,0,1,1,0,1
1,0,0,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,0,0,1,99,99,1,1,3,0,0,0,1,1,0,1
1,0,99,99,4,4,1,1,1,1,1,1,1,1,1,1,1,1,99,1,0,0,0,0,99,0,0,1,99,99,1,1,0,0,1,1,1,1,4,1
1,99,99,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,0,99,0,0,1,99,99,1,1,0,0,1,1,1,1,0,1
1,99,99,0,0,0,1,98,0,0,0,99,99,99,99,99,0,0,99,0,99,99,0,0,99,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1
1,0,99,0,0,0,1,0,0,0,0,1,99,99,99,99,99,0,99,0,99,0,0,99,99,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1
1,0,0,0,0,0,1,0,0,22,0,1,0,0,0,0,0,0,99,0,99,0,0,0,99,0,0,0,0,0,1,1,0,0,0,3,1,1,0,1
